date,region,product,category,sales_rep,revenue,cost,quantity,customer_id,profit
2024-11-19,West,USB-C Hub,Electronics,Carol Davis,1109.58,526.69,7,CUST-1280,582.89
2024-11-20,North,Laptop Pro,Peripherals,Frank Miller,331.28,154.27,18,CUST-1125,177.01
2024-11-20,Central,Laptop Pro,Accessories,Frank Miller,455.19,251.61,22,CUST-1254,203.58
2024-11-20,South,"Monitor 27""",Accessories,Carol Davis,193.4,107.07,23,CUST-1272,86.33
2024-11-20,,"Monitor 27""",Peripherals,Bob Smith,309.13,165.6,5,CUST-1274,143.53
2024-11-20,,Wireless Mouse,Peripherals,David Wilson,235.66,149.22,6,CUST-1060,86.44
2024-11-21,South,Wireless Mouse,Accessories,Alice Johnson,433.12,263.4,4,CUST-1179,169.72
2024-11-21,East,Laptop Pro,Peripherals,David Wilson,89.46,40.57,6,CUST-1154,48.89
2024-11-21,East,"Monitor 27""",Electronics,Bob Smith,1168.91,509.92,24,CUST-1212,658.99
2024-11-21,East,USB-C Hub,Displays,Emma Brown,368.17,240.26,14,CUST-1112,127.91
2024-11-21,East,Wireless Mouse,Accessories,Alice Johnson,539.43,283.73,22,CUST-1209,255.7
2024-11-22,Central,Laptop Pro,Accessories,Carol Davis,114.5,52.22,25,CUST-1030,62.28
2024-11-22,North,USB-C Hub,Peripherals,Bob Smith,349.07,195.57,25,CUST-1071,153.5
2024-11-22,West,USB-C Hub,Accessories,David Wilson,268.53,178.26,6,CUST-1149,90.27
2024-11-22,Central,Wireless Mouse,Displays,Frank Miller,298.74,140.91,1,CUST-1245,157.83
2024-11-23,South,Laptop Pro,Accessories,Emma Brown,371.64,225.29,4,CUST-1105,146.35
2024-11-23,East,Wireless Mouse,Peripherals,Bob Smith,409.24,214.85,24,CUST-1133,194.39
2024-11-23,North,Laptop Pro,Accessories,Frank Miller,348.83,216.3,25,CUST-1102,132.53
2024-11-23,East,Wireless Mouse,Displays,David Wilson,171.35,96.84,14,CUST-1093,74.51
2024-11-23,Central,Keyboard Mech,Electronics,Frank Miller,73.99,47.98,24,CUST-1094,26.01
2024-11-24,South,Wireless Mouse,Peripherals,Emma Brown,176.94,121.79,19,CUST-1120,55.15
2024-11-24,North,Wireless Mouse,Electronics,Frank Miller,666.63,419.02,22,CUST-1214,247.61
2024-11-24,North,Laptop Pro,Electronics,David Wilson,238.85,146.01,6,CUST-1286,92.84
2024-11-25,East,Laptop Pro,Electronics,Alice Johnson,204.87,123.91,1,CUST-1107,80.96
2024-11-25,South,Laptop Pro,Displays,Carol Davis,,78.33,13,CUST-1020,
2024-11-25,South,Wireless Mouse,Accessories,Bob Smith,1407.81,919.32,23,CUST-1213,488.49
2024-11-25,East,Laptop Pro,Peripherals,Bob Smith,1706.57,970.62,13,CUST-1244,735.95
2024-11-26,East,"Monitor 27""",Electronics,Bob Smith,41.23,19.14,24,CUST-1275,22.09
2024-11-26,North,"Monitor 27""",Electronics,Bob Smith,678.05,324.6,14,CUST-1281,353.45
2024-11-26,South,Laptop Pro,Peripherals,David Wilson,172.47,84.13,2,CUST-1296,88.34
2024-11-26,North,USB-C Hub,Electronics,Carol Davis,303.67,135.87,4,CUST-1055,167.8
2024-11-26,East,Laptop Pro,Accessories,David Wilson,246.43,108.68,2,CUST-1182,137.75
2024-11-27,East,Laptop Pro,Electronics,David Wilson,395.24,260.41,18,CUST-1071,134.83
2024-11-27,East,Wireless Mouse,Electronics,Bob Smith,224.13,139.34,13,CUST-1263,84.79
2024-11-28,North,Laptop Pro,Electronics,Bob Smith,163.28,98.54,4,CUST-1086,64.74
2024-11-28,North,USB-C Hub,Accessories,David Wilson,215.33,133.33,23,CUST-1013,82.0
2024-11-28,Central,USB-C Hub,Accessories,Alice Johnson,273.23,185.32,2,CUST-1167,87.91
2024-11-28,South,Wireless Mouse,Electronics,Emma Brown,574.12,354.28,10,CUST-1216,219.84
2024-11-28,South,Laptop Pro,Accessories,Carol Davis,202.34,101.18,22,CUST-1108,101.16
2024-11-28,,Wireless Mouse,Peripherals,Carol Davis,82.85,40.38,16,CUST-1199,42.47
2024-11-28,Central,Laptop Pro,Accessories,Bob Smith,173.24,75.25,16,CUST-1036,97.99
2024-11-28,South,Laptop Pro,Accessories,Frank Miller,180.53,,13,CUST-1178,
2024-11-29,South,Wireless Mouse,Peripherals,Carol Davis,486.33,311.2,13,CUST-1074,175.13
2024-11-29,,Laptop Pro,Accessories,David Wilson,660.88,320.93,7,CUST-1268,339.95
2024-11-29,South,Wireless Mouse,Accessories,Alice Johnson,175.98,89.77,9,CUST-1213,86.21
2024-11-29,South,Laptop Pro,Displays,Emma Brown,498.36,231.51,1,CUST-1230,266.85
2024-11-29,East,Wireless Mouse,Peripherals,Emma Brown,70.93,36.03,21,CUST-1285,34.9
2024-11-29,East,Wireless Mouse,Peripherals,Alice Johnson,1902.6,784.57,21,CUST-1185,1118.03
2024-11-29,North,Laptop Pro,Accessories,Carol Davis,20739.83,10369.92,56,CUST-1071,10369.91
2024-11-30,North,Laptop Pro,Electronics,David Wilson,452.51,289.57,22,CUST-1065,162.94
2024-11-30,Central,Laptop Pro,Electronics,David Wilson,402.29,246.74,9,CUST-1065,155.55
2024-12-01,South,"Monitor 27""",Electronics,Alice Johnson,488.01,232.83,3,CUST-1264,255.18
2024-12-01,South,Laptop Pro,Electronics,David Wilson,97.76,68.11,23,CUST-1007,29.65
2024-12-01,,Wireless Mouse,Accessories,Carol Davis,1109.2,710.74,25,CUST-1056,398.46
2024-12-01,North,Laptop Pro,Peripherals,Alice Johnson,378.63,186.63,10,CUST-1090,192.0
2024-12-02,South,Laptop Pro,Displays,Carol Davis,369.38,154.57,17,CUST-1289,214.81
2024-12-02,North,"Monitor 27""",Accessories,Alice Johnson,257.79,163.7,2,CUST-1244,94.09
2024-12-03,East,"Monitor 27""",Accessories,Alice Johnson,351.37,164.46,1,CUST-1161,186.91
2024-12-03,West,Laptop Pro,Displays,Emma Brown,360.56,212.11,8,CUST-1071,148.45
2024-12-03,South,Laptop Pro,Displays,Frank Miller,69.1,38.72,12,CUST-1027,30.38
2024-12-03,East,Keyboard Mech,Electronics,Emma Brown,448.75,263.42,15,CUST-1278,185.33
2024-12-03,,USB-C Hub,Electronics,Alice Johnson,844.88,542.74,10,CUST-1254,302.14
2024-12-03,South,Wireless Mouse,Displays,David Wilson,161.05,89.7,1,CUST-1181,71.35
2024-12-04,Central,Laptop Pro,Electronics,Emma Brown,229.62,129.45,24,CUST-1100,100.17
2024-12-04,South,USB-C Hub,Peripherals,David Wilson,1.98,67.62,1,CUST-1212,-65.64
2024-12-05,North,Laptop Pro,Peripherals,Bob Smith,363.67,211.94,24,CUST-1047,151.73
2024-12-05,South,Wireless Mouse,Electronics,Alice Johnson,474.02,204.12,1,CUST-1188,269.9
2024-12-05,West,Laptop Pro,Accessories,Emma Brown,356.56,152.78,7,CUST-1208,203.78
2024-12-05,North,USB-C Hub,Electronics,Emma Brown,27.19,12.16,2,CUST-1244,15.03
2024-12-05,South,Laptop Pro,Accessories,Carol Davis,153.76,70.03,20,CUST-1214,83.73
2024-12-06,West,Laptop Pro,Accessories,Bob Smith,335.5,176.04,22,CUST-1279,159.46
2024-12-06,East,Laptop Pro,Peripherals,Bob Smith,341.09,156.99,25,CUST-1280,184.1
2024-12-06,Central,Laptop Pro,Peripherals,Bob Smith,268.94,174.07,19,CUST-1113,94.87
2024-12-07,South,Laptop Pro,Electronics,Carol Davis,546.61,316.46,9,CUST-1209,230.15
2024-12-07,North,Wireless Mouse,Peripherals,Frank Miller,847.75,366.04,7,CUST-1132,481.71
2024-12-07,East,USB-C Hub,Electronics,David Wilson,,100.39,22,CUST-1182,
2024-12-07,,USB-C Hub,Accessories,David Wilson,489.23,277.93,6,CUST-1239,211.3
2024-12-07,East,"Monitor 27""",Peripherals,David Wilson,310.43,126.2,24,CUST-1044,184.23
2024-12-08,North,Laptop Pro,Accessories,Carol Davis,133.86,73.24,21,CUST-1196,60.62
2024-12-08,East,USB-C Hub,Accessories,David Wilson,416.88,251.48,19,CUST-1017,165.4
2024-12-08,North,USB-C Hub,Electronics,Emma Brown,487.14,310.61,9,CUST-1171,176.53
2024-12-09,Central,"Monitor 27""",Accessories,Frank Miller,965.17,456.13,7,CUST-1159,509.04
2024-12-09,South,Laptop Pro,Electronics,Bob Smith,243.78,104.5,14,CUST-1288,139.28
2024-12-09,South,Laptop Pro,Electronics,Bob Smith,185.99,87.41,10,CUST-1234,98.58
2024-12-09,West,Laptop Pro,Displays,Carol Davis,356.9,242.69,4,CUST-1289,114.21
2024-12-09,North,Wireless Mouse,Peripherals,Frank Miller,191.43,99.2,10,CUST-1273,92.23
2024-12-09,North,USB-C Hub,Peripherals,David Wilson,98.98,62.94,22,CUST-1026,36.04
2024-12-09,West,Laptop Pro,Displays,Frank Miller,400.5,191.75,9,CUST-1135,208.75
2024-12-10,South,Keyboard Mech,Displays,Emma Brown,146.83,61.04,13,CUST-1035,85.79
2024-12-10,South,Laptop Pro,Accessories,Emma Brown,300.54,148.9,9,CUST-1048,151.64
2024-12-11,North,Wireless Mouse,Electronics,Alice Johnson,413.5,281.29,13,CUST-1262,132.21
2024-12-11,North,"Monitor 27""",Electronics,Carol Davis,126.14,56.9,25,CUST-1044,69.24
2024-12-11,North,USB-C Hub,Electronics,Emma Brown,1058.17,628.15,2,CUST-1271,430.02
2024-12-12,South,"Monitor 27""",Peripherals,Emma Brown,,70.01,16,CUST-1282,
2024-12-13,North,Laptop Pro,Electronics,Frank Miller,1088.55,485.98,4,CUST-1226,602.57
2024-12-13,South,"Monitor 27""",Accessories,Bob Smith,299.96,129.41,7,CUST-1163,170.55
2024-12-13,North,USB-C Hub,Electronics,Carol Davis,268.65,152.61,10,CUST-1141,116.04
2024-12-13,West,USB-C Hub,Electronics,Bob Smith,2910.53,1475.84,22,CUST-1244,1434.69
2024-12-13,South,Laptop Pro,Electronics,David Wilson,376.6,192.73,18,CUST-1220,183.87
2024-12-14,West,Laptop Pro,Accessories,Frank Miller,386.0,206.64,10,CUST-1036,179.36
2024-12-14,North,USB-C Hub,Peripherals,Alice Johnson,328.48,,1,CUST-1175,
2024-12-14,North,Keyboard Mech,Accessories,Emma Brown,85.78,43.08,19,CUST-1048,42.7
2024-12-14,North,USB-C Hub,Peripherals,Frank Miller,228.86,112.67,14,CUST-1091,116.19
2024-12-15,East,Laptop Pro,Electronics,Bob Smith,84.96,53.65,5,CUST-1158,31.31
2024-12-15,South,Laptop Pro,Accessories,Frank Miller,292.61,182.68,15,CUST-1255,109.93
2024-12-15,Central,Laptop Pro,Peripherals,Bob Smith,1131.08,504.36,16,CUST-1181,626.72
2024-12-15,Central,USB-C Hub,Electronics,Frank Miller,649.16,381.37,16,CUST-1083,267.79
2024-12-15,West,USB-C Hub,Peripherals,Emma Brown,1449.84,714.94,15,CUST-1076,734.9
2024-12-16,West,"Monitor 27""",Electronics,Alice Johnson,216.22,118.74,14,CUST-1275,97.48
2024-12-16,Central,Keyboard Mech,Accessories,Frank Miller,284.89,185.41,1,CUST-1018,99.48
2024-12-17,North,USB-C Hub,Accessories,Alice Johnson,337.8,141.57,12,CUST-1172,196.23
2024-12-17,West,Wireless Mouse,Electronics,Carol Davis,734.36,485.74,4,CUST-1268,248.62
2024-12-17,South,Keyboard Mech,Accessories,Emma Brown,313.19,205.14,16,CUST-1125,108.05
2024-12-17,South,Laptop Pro,Electronics,Frank Miller,59.38,40.28,11,CUST-1281,19.1
2024-12-17,North,Wireless Mouse,Accessories,Carol Davis,435.57,220.83,15,CUST-1077,214.74
2024-12-18,South,Wireless Mouse,Electronics,Bob Smith,311.95,133.82,22,CUST-1055,178.13
2024-12-18,North,Keyboard Mech,Accessories,Bob Smith,186.73,98.49,19,CUST-1033,88.24
2024-12-19,West,Laptop Pro,Peripherals,David Wilson,698.08,488.06,5,CUST-1080,210.02
2024-12-19,South,"Monitor 27""",Accessories,David Wilson,490.7,313.49,11,CUST-1073,177.21
2024-12-19,South,Laptop Pro,Displays,Emma Brown,810.42,487.54,18,CUST-1242,322.88
2024-12-20,West,"Monitor 27""",Peripherals,Emma Brown,76.75,39.41,20,CUST-1047,37.34
2024-12-20,East,"Monitor 27""",Accessories,Emma Brown,409.94,238.24,16,CUST-1105,171.7
2024-12-20,West,"Monitor 27""",Accessories,Carol Davis,97.73,50.32,19,CUST-1048,47.41
2024-12-20,West,Keyboard Mech,Accessories,Alice Johnson,719.37,436.59,7,CUST-1021,282.78
2024-12-20,West,"Monitor 27""",Accessories,David Wilson,826.31,358.19,16,CUST-1211,468.12
2024-12-21,Central,Keyboard Mech,Electronics,Frank Miller,880.09,456.65,25,CUST-1061,423.44
2024-12-21,West,Wireless Mouse,Accessories,Emma Brown,248.32,142.32,19,CUST-1279,106.0
2024-12-22,East,Laptop Pro,Displays,David Wilson,512.29,,10,CUST-1029,
2024-12-22,West,Wireless Mouse,Electronics,Bob Smith,1865.35,942.7,9,CUST-1074,922.65
2024-12-22,South,Keyboard Mech,Electronics,Emma Brown,269.72,188.18,3,CUST-1136,81.54
2024-12-22,Central,USB-C Hub,Accessories,Alice Johnson,703.47,413.05,5,CUST-1037,290.42
2024-12-23,North,Wireless Mouse,Peripherals,David Wilson,128.59,82.58,8,CUST-1247,46.01
2024-12-23,South,Laptop Pro,Electronics,Emma Brown,982.39,513.12,23,CUST-1044,469.27
2024-12-23,East,USB-C Hub,Electronics,Frank Miller,1106.88,714.49,6,CUST-1003,392.39
2024-12-24,South,Laptop Pro,Peripherals,Alice Johnson,328.14,160.69,22,CUST-1108,167.45
2024-12-24,Central,Laptop Pro,Accessories,David Wilson,700.05,465.72,12,CUST-1238,234.33
2024-12-24,East,"Monitor 27""",Accessories,Carol Davis,846.3,549.91,3,CUST-1070,296.39
2024-12-24,West,Laptop Pro,Peripherals,Frank Miller,277.0,155.89,17,CUST-1148,121.11
2024-12-25,East,USB-C Hub,Accessories,Carol Davis,1419.11,982.21,20,CUST-1276,436.9
2024-12-25,Central,Laptop Pro,Electronics,Alice Johnson,69.82,39.72,21,CUST-1074,30.1
2024-12-25,West,"Monitor 27""",Accessories,Alice Johnson,519.01,258.22,8,CUST-1239,260.79
2024-12-25,North,Laptop Pro,Displays,David Wilson,621.58,430.9,9,CUST-1240,190.68
2024-12-25,South,Keyboard Mech,Peripherals,Bob Smith,215.73,110.18,14,CUST-1050,105.55
2024-12-26,North,USB-C Hub,Displays,Carol Davis,221.17,129.35,13,CUST-1227,91.82
2024-12-26,South,USB-C Hub,Accessories,Bob Smith,475.6,264.9,16,CUST-1258,210.7
2024-12-26,North,"Monitor 27""",Accessories,Emma Brown,109.2,53.45,25,CUST-1271,55.75
2024-12-27,Central,USB-C Hub,Accessories,Carol Davis,1748.49,776.46,2,CUST-1204,972.03
2024-12-27,Central,"Monitor 27""",Displays,Alice Johnson,80.64,45.48,9,CUST-1263,35.16
2024-12-27,East,Wireless Mouse,Electronics,Alice Johnson,233.23,131.74,11,CUST-1047,101.49
2024-12-27,West,Laptop Pro,Peripherals,Alice Johnson,447.47,279.12,25,CUST-1028,168.35
2024-12-27,North,"Monitor 27""",Electronics,Alice Johnson,560.53,228.33,23,CUST-1262,332.2
2024-12-27,East,Laptop Pro,Peripherals,Alice Johnson,344.82,232.89,19,CUST-1179,111.93
2024-12-27,West,Laptop Pro,Accessories,Alice Johnson,165.84,111.15,15,CUST-1129,54.69
2024-12-28,Central,Laptop Pro,Accessories,Frank Miller,304.62,186.1,6,CUST-1006,118.52
2024-12-28,East,USB-C Hub,Peripherals,Carol Davis,696.24,374.3,2,CUST-1031,321.94
2024-12-28,East,Laptop Pro,Peripherals,Alice Johnson,930.53,623.07,19,CUST-1264,307.46
2024-12-28,North,Keyboard Mech,Displays,Frank Miller,308.6,176.92,22,CUST-1086,131.68
2024-12-29,Central,Laptop Pro,Accessories,Frank Miller,1061.95,493.53,9,CUST-1092,568.42
2024-12-29,North,"Monitor 27""",Peripherals,Carol Davis,442.03,232.43,22,CUST-1220,209.6
2024-12-29,South,"Monitor 27""",Peripherals,Emma Brown,120.25,72.42,21,CUST-1035,47.83
2024-12-29,Central,"Monitor 27""",Displays,Alice Johnson,111.39,53.76,11,CUST-1090,57.63
2024-12-29,West,Wireless Mouse,Electronics,Frank Miller,456.13,277.4,17,CUST-1230,178.73
2024-12-29,West,Wireless Mouse,Electronics,Alice Johnson,930.45,593.77,17,CUST-1064,336.68
2024-12-30,North,"Monitor 27""",Electronics,Frank Miller,455.24,290.15,7,CUST-1206,165.09
2024-12-30,North,USB-C Hub,Peripherals,Emma Brown,1020.48,511.83,5,CUST-1078,508.65
2024-12-31,South,Laptop Pro,Electronics,Bob Smith,655.09,354.48,23,CUST-1066,300.61
2024-12-31,North,Wireless Mouse,Peripherals,Frank Miller,436.95,267.57,15,CUST-1237,169.38
2024-12-31,West,USB-C Hub,Displays,Bob Smith,109.36,59.92,2,CUST-1122,49.44
2024-12-31,South,Wireless Mouse,Accessories,Bob Smith,163.31,80.71,25,CUST-1200,82.6
2024-12-31,North,USB-C Hub,Displays,Bob Smith,714.23,422.06,16,CUST-1108,292.17
2024-12-31,Central,USB-C Hub,Peripherals,Bob Smith,889.19,501.49,15,CUST-1060,387.7
